device_id,device_info,device_type,os,browser,screen,match_status,is_new,is_proxy
SAMSUNG SM-G892A Build/NRD90M | Android 7.0 | samsung browser 6.2 | 2220x1080,SAMSUNG SM-G892A Build/NRD90M,mobile,Android 7.0,samsung browser 6.2,2220x1080,match_status:2,New,
Windows | Windows 7 | firefox 60.0 | 1600x900,Windows,desktop,Windows 7,firefox 60.0,1600x900,match_status:2,New,
TA-1044 Build/OPR1.170623.026 |  | chrome 64.0 for android | ,TA-1044 Build/OPR1.170623.026,mobile,,chrome 64.0 for android,,,New,
HUAWEI CUN-L03 Build/HUAWEICUN-L03 |  | chrome 66.0 for android | ,HUAWEI CUN-L03 Build/HUAWEICUN-L03,mobile,,chrome 66.0 for android,,,Found,
gxq6580_weg_l Build/LMY47I |  | chrome 59.0 for android | ,gxq6580_weg_l Build/LMY47I,mobile,,chrome 59.0 for android,,,New,
Windows | Windows 8.1 | chrome 66.0 | 1360x768,Windows,desktop,Windows 8.1,chrome 66.0,1360x768,match_status:2,New,
RNE-L21 Build/HUAWEIRNE-L21 |  | chrome 66.0 for android | ,RNE-L21 Build/HUAWEIRNE-L21,mobile,,chrome 66.0 for android,,,New,
Windows | Windows 10 | chrome 66.0 | 1707x960,Windows,desktop,Windows 10,chrome 66.0,1707x960,match_status:2,Found,
Windows | Windows 7 | chrome 66.0 | 1727x971,Windows,desktop,Windows 7,chrome 66.0,1727x971,match_status:2,Found,
Windows | Windows 10 | edge 17.0 | 1920x1079,Windows,desktop,Windows 10,edge 17.0,1920x1079,match_status:2,Found,
MacOS | Mac OS X 10_13_4 | chrome 66.0 | 4096x2304,MacOS,desktop,Mac OS X 10_13_4,chrome 66.0,4096x2304,match_status:2,New,
iOS Device | iOS 11.3.1 | google search application 49.0 | 2436x1125,iOS Device,mobile,iOS 11.3.1,google search application 49.0,2436x1125,match_status:2,Found,
SM-N920V Build/NRD90M |  | chrome 66.0 for android | ,SM-N920V Build/NRD90M,mobile,,chrome 66.0 for android,,,Found,
MacOS | Mac OS X 10_11_6 | chrome 66.0 | 1680x1050,MacOS,desktop,Mac OS X 10_11_6,chrome 66.0,1680x1050,match_status:2,Found,
X78 |  | chrome 66.0 for android | ,X78,mobile,,chrome 66.0 for android,,,New,
 | Android | chrome 56.0 | 1920x1080,,mobile,Android,chrome 56.0,1920x1080,match_status:2,New,
LGMP450 Build/NRD90U | Android 7.0 | chrome 66.0 for android | 1920x1080,LGMP450 Build/NRD90U,mobile,Android 7.0,chrome 66.0 for android,1920x1080,match_status:2,Found,
Windows | Windows 8.1 | chrome 66.0 | 2049x1152,Windows,desktop,Windows 8.1,chrome 66.0,2049x1152,match_status:2,New,
MacOS | Mac OS X 10_11_6 | chrome 66.0 | 1920x1200,MacOS,desktop,Mac OS X 10_11_6,chrome 66.0,1920x1200,match_status:2,Found,
MacOS | Mac OS X 10_13_1 | chrome 66.0 | 1280x800,MacOS,desktop,Mac OS X 10_13_1,chrome 66.0,1280x800,match_status:2,Found,
5010S Build/MRA58K |  | chrome 66.0 for android | ,5010S Build/MRA58K,mobile,,chrome 66.0 for android,,,New,
Trident/7.0 | Windows 8.1 | ie 11.0 for tablet | 2160x1440,Trident/7.0,desktop,Windows 8.1,ie 11.0 for tablet,2160x1440,match_status:2,New,IP_PROXY:ANONYMOUS
Android 7.1.2 |  | android webview 4.0 | ,Android 7.1.2,mobile,,android webview 4.0,,,New,
LGLS775 Build/NRD90U |  | chrome 66.0 for android | ,LGLS775 Build/NRD90U,mobile,,chrome 66.0 for android,,,Unknown,
Moto C Build/NRD90M.070 |  | chrome 66.0 for android | ,Moto C Build/NRD90M.070,mobile,,chrome 66.0 for android,,,New,
Y550-L02 |  | chrome 66.0 for android | ,Y550-L02,mobile,,chrome 66.0 for android,,,New,
iOS Device | iOS 11.3.0 | firefox | 1334x750,iOS Device,mobile,iOS 11.3.0,firefox,1334x750,match_status:2,New,
F8331 |  | chrome 66.0 for android | ,F8331,mobile,,chrome 66.0 for android,,,Found,
LS5 |  | chrome 65.0 for android | ,LS5,mobile,,chrome 65.0 for android,,,New,
LG-M400 Build/NRD90U |  | chrome 66.0 for android | ,LG-M400 Build/NRD90U,mobile,,chrome 66.0 for android,,,New,
Windows | Windows 10 | opera 52.0 | 1920x1080,Windows,desktop,Windows 10,opera 52.0,1920x1080,match_status:2,New,
SM-N950U Build/R16NW |  | chrome 66.0 for android | ,SM-N950U Build/R16NW,mobile,,chrome 66.0 for android,,,New,
Windows | Windows 10 | edge 17.0 | 1280x1024,Windows,desktop,Windows 10,edge 17.0,1280x1024,match_status:2,Found,
MacOS | Mac OS X 10_11_6 | safari 9.0 | 1366x768,MacOS,desktop,Mac OS X 10_11_6,safari 9.0,1366x768,match_status:2,New,
SAMSUNG SM-A300H Build/LRX22G |  | samsung browser 3.3 | ,SAMSUNG SM-A300H Build/LRX22G,mobile,,samsung browser 3.3,,,New,
SM-J120W |  | chrome 66.0 for android | ,SM-J120W,mobile,,chrome 66.0 for android,,,New,
G3123 | Android 8.0.0 | chrome 66.0 for android | 1280x720,G3123,mobile,Android 8.0.0,chrome 66.0 for android,1280x720,match_status:2,Found,
QTASUN1 Build/NRD90M | Android 7.0 | chrome 66.0 for android | 1920x1200,QTASUN1 Build/NRD90M,mobile,Android 7.0,chrome 66.0 for android,1920x1200,match_status:2,Found,
SM-G930F Build/NRD90M |  | android webview 4.0 | ,SM-G930F Build/NRD90M,mobile,,android webview 4.0,,,New,
D2306 Build/18.6.A.0.182 |  | chrome 66.0 for android | ,D2306 Build/18.6.A.0.182,mobile,,chrome 66.0 for android,,,New,
VS425 | Android 6.0.1 | chrome 66.0 for android | 855x480,VS425,mobile,Android 6.0.1,chrome 66.0 for android,855x480,match_status:2,Found,
MacOS | Mac | safari | 1440x900,MacOS,desktop,Mac,safari,1440x900,match_status:2,Found,
MacOS | Mac OS X 10_9_5 | safari 9.0 | 1366x768,MacOS,desktop,Mac OS X 10_9_5,safari 9.0,1366x768,match_status:2,New,
 |  | facebook | ,,mobile,,facebook,,,Unknown,
iOS Device | iOS 11.2.6 | mobile safari 11.0 | 2732x2048,iOS Device,mobile,iOS 11.2.6,mobile safari 11.0,2732x2048,match_status:2,New,
MacOS | Mac OS X 10_13_4 | safari 11.0 | 1680x1050,MacOS,desktop,Mac OS X 10_13_4,safari 11.0,1680x1050,match_status:2,New,
7_Plus |  | android webview 4.0 | ,7_Plus,mobile,,android webview 4.0,,,New,
Moto G (5) Build/NPP25.137-33 |  | chrome 66.0 for android | ,Moto G (5) Build/NPP25.137-33,mobile,,chrome 66.0 for android,,,New,
SM-J7108 |  | chrome 66.0 for android | ,SM-J7108,mobile,,chrome 66.0 for android,,,Found,
MacOS | Mac OS X 10_11_4 | safari 9.0 | 1920x1080,MacOS,desktop,Mac OS X 10_11_4,safari 9.0,1920x1080,match_status:2,New,
LG-X180g Build/LMY47I |  | chrome 51.0 for android | ,LG-X180g Build/LMY47I,mobile,,chrome 51.0 for android,,,Found,
 |  | google | ,,mobile,,google,,,New,
4047A Build/NRD90M |  | chrome 66.0 for android | ,4047A Build/NRD90M,mobile,,chrome 66.0 for android,,,New,
SM-G935T Build/NRD90M | Android 7.0 | chrome 66.0 for android | 1921x1081,SM-G935T Build/NRD90M,mobile,Android 7.0,chrome 66.0 for android,1921x1081,match_status:2,New,
XT1063 Build/MPB24.65-34-3 |  | chrome 66.0 for android | ,XT1063 Build/MPB24.65-34-3,mobile,,chrome 66.0 for android,,,New,
E6853 Build/32.4.A.1.54 |  | chrome 66.0 for android | ,E6853 Build/32.4.A.1.54,mobile,,chrome 66.0 for android,,,New,
SM-G530H Build/LRX22G |  | chrome 56.0 for android | ,SM-G530H Build/LRX22G,mobile,,chrome 56.0 for android,,,New,
SAMSUNG SM-G9600 Build/R16NW |  | samsung browser 7.0 | ,SAMSUNG SM-G9600 Build/R16NW,mobile,,samsung browser 7.0,,,New,
Windows | Windows 10 | edge 17.0 | 1360x768,Windows,desktop,Windows 10,edge 17.0,1360x768,match_status:2,New,
SAMSUNG SM-N910V Build/MMB29M | Android 6.0.1 | samsung browser 6.4 | 2560x1440,SAMSUNG SM-N910V Build/MMB29M,mobile,Android 6.0.1,samsung browser 6.4,2560x1440,match_status:2,New,
6039A Build/LRX22G |  | chrome 43.0 for android | ,6039A Build/LRX22G,mobile,,chrome 43.0 for android,,,New,
Windows NT 6.2 | Windows 8 | ie | 1600x900,Windows NT 6.2,desktop,Windows 8,ie,1600x900,match_status:2,Found,
Z981 Build/MMB29M |  | chrome 66.0 for android | ,Z981 Build/MMB29M,mobile,,chrome 66.0 for android,,,New,
SAMSUNG SM-P580 Build/NRD90M |  | samsung browser 5.2 | ,SAMSUNG SM-P580 Build/NRD90M,mobile,,samsung browser 5.2,,,New,
SAMSUNG SM-G900I Build/MMB29M |  | samsung browser 6.4 | ,SAMSUNG SM-G900I Build/MMB29M,mobile,,samsung browser 6.4,,,New,
LG-X165g Build/LRX21M |  | chrome 66.0 for android | ,LG-X165g Build/LRX21M,mobile,,chrome 66.0 for android,,,New,
Windows | Windows 10 | edge 17.0 | 1680x1050,Windows,desktop,Windows 10,edge 17.0,1680x1050,match_status:2,Found,
VS995 Build/NRD90M |  | chrome 66.0 for android | ,VS995 Build/NRD90M,mobile,,chrome 66.0 for android,,,Found,
Moto E (4) Build/NDQS26.69-64-2 |  | chrome 66.0 for android | ,Moto E (4) Build/NDQS26.69-64-2,mobile,,chrome 66.0 for android,,,New,
LG-M710 Build/NRD90U |  | chrome 63.0 for android | ,LG-M710 Build/NRD90U,mobile,,chrome 63.0 for android,,,New,
ANE-LX3 Build/HUAWEIANE-LX3 |  | chrome 66.0 for android | ,ANE-LX3 Build/HUAWEIANE-LX3,mobile,,chrome 66.0 for android,,,New,
Lenovo PB1-750M Build/S100 |  | chrome 66.0 for android | ,Lenovo PB1-750M Build/S100,mobile,,chrome 66.0 for android,,,New,
SM-G935T Build/NRD90M |  | chrome 66.0 for android | ,SM-G935T Build/NRD90M,mobile,,chrome 66.0 for android,,,Found,
SM-G900T Build/MMB29M |  | chrome 66.0 for android | ,SM-G900T Build/MMB29M,mobile,,chrome 66.0 for android,,,New,
G3123 |  | chrome 66.0 for android | ,G3123,mobile,,chrome 66.0 for android,,,New,
SM-G955U Build/R16NW | Android 8.0.0 | chrome 66.0 for android | 2961x1442,SM-G955U Build/R16NW,mobile,Android 8.0.0,chrome 66.0 for android,2961x1442,match_status:2,New,
Trident/7.0 | Windows 10 | ie 11.0 for tablet | 2100x1312,Trident/7.0,desktop,Windows 10,ie 11.0 for tablet,2100x1312,match_status:2,New,
SAMSUNG SM-G955F Build/R16NW |  | samsung browser 7.0 | ,SAMSUNG SM-G955F Build/R16NW,mobile,,samsung browser 7.0,,,Found,
MacOS | Mac OS X 10_12_6 | safari 10.0 | 1920x1080,MacOS,desktop,Mac OS X 10_12_6,safari 10.0,1920x1080,match_status:2,New,
Moto G Play Build/MPIS24.241-15.3-26 |  | chrome 59.0 for android | ,Moto G Play Build/MPIS24.241-15.3-26,mobile,,chrome 59.0 for android,,,New,
YOLO |  | android browser 4.0 | ,YOLO,mobile,,android browser 4.0,,,New,
MacOS | Mac OS X 10_13_1 | safari 11.0 | 2560x1600,MacOS,desktop,Mac OS X 10_13_1,safari 11.0,2560x1600,match_status:2,New,
MacOS | Mac OS X 10_13_4 | chrome 66.0 | 3440x1440,MacOS,desktop,Mac OS X 10_13_4,chrome 66.0,3440x1440,match_status:2,New,IP_PROXY:TRANSPARENT
Windows | Windows 10 | chrome 66.0 | 1360x768,Windows,desktop,Windows 10,chrome 66.0,1360x768,match_status:2,Found,
Windows | Windows 7 | ie 11.0 for desktop | 1279x1023,Windows,desktop,Windows 7,ie 11.0 for desktop,1279x1023,match_status:2,Found,
Windows | Windows 7 | firefox 60.0 | 1680x1050,Windows,desktop,Windows 7,firefox 60.0,1680x1050,match_status:2,New,
SM-G920I Build/NRD90M |  | chrome 66.0 for android | ,SM-G920I Build/NRD90M,mobile,,chrome 66.0 for android,,,Found,
HTC6535LVW | Android 7.0 | chrome 66.0 for android | 1920x1080,HTC6535LVW,mobile,Android 7.0,chrome 66.0 for android,1920x1080,match_status:2,New,
SAMSUNG SM-G900M Build/LRX21T |  | samsung browser 6.4 | ,SAMSUNG SM-G900M Build/LRX21T,mobile,,samsung browser 6.4,,,Found,
SAMSUNG SM-G955F Build/R16NW |  | samsung browser 6.4 | ,SAMSUNG SM-G955F Build/R16NW,mobile,,samsung browser 6.4,,,New,
P008 Build/NRD90M | Android 7.0 | chrome 66.0 for android | 2049x1536,P008 Build/NRD90M,mobile,Android 7.0,chrome 66.0 for android,2049x1536,match_status:2,Found,
M4 SS4457 Build/MRA58K |  | chrome 66.0 for android | ,M4 SS4457 Build/MRA58K,mobile,,chrome 66.0 for android,,,New,
MacOS | Mac OS X 10_11_6 | safari 9.0 | 4096x2304,MacOS,desktop,Mac OS X 10_11_6,safari 9.0,4096x2304,match_status:1,New,
iOS Device | iOS 11.3.0 | chrome 66.0 for ios | 2208x1242,iOS Device,mobile,iOS 11.3.0,chrome 66.0 for ios,2208x1242,match_status:2,Found,
Trident/7.0 | Windows 10 | ie 11.0 for tablet | 2735x1823,Trident/7.0,desktop,Windows 10,ie 11.0 for tablet,2735x1823,match_status:2,New,
Windows | Windows 7 | chrome 66.0 | 2112x1188,Windows,desktop,Windows 7,chrome 66.0,2112x1188,match_status:2,Found,
iOS Device | iOS 11.2.2 | google search application 49.0 | 2732x2048,iOS Device,mobile,iOS 11.2.2,google search application 49.0,2732x2048,match_status:2,Found,
MacOS | Mac OS X 10_13_4 | chrome 66.0 | 1680x1050,MacOS,desktop,Mac OS X 10_13_4,chrome 66.0,1680x1050,match_status:2,New,
MacOS | Mac OS X 10_9_5 | safari 9.0 | 1280x800,MacOS,desktop,Mac OS X 10_9_5,safari 9.0,1280x800,match_status:2,New,
HUAWEI VNS-L31 Build/HUAWEIVNS-L31 |  | chrome 66.0 for android | ,HUAWEI VNS-L31 Build/HUAWEIVNS-L31,mobile,,chrome 66.0 for android,,,Found,
Z812 |  | chrome 65.0 for android | ,Z812,mobile,,chrome 65.0 for android,,,New,
Moto E (4) Plus Build/NMA26.42-142 |  | chrome 65.0 for android | ,Moto E (4) Plus Build/NMA26.42-142,mobile,,chrome 65.0 for android,,,New,
EVA-L19 Build/HUAWEIEVA-L19 |  | chrome 66.0 for android | ,EVA-L19 Build/HUAWEIEVA-L19,mobile,,chrome 66.0 for android,,,Found,
SAMSUNG SM-T810 Build/NRD90M |  | samsung browser 6.4 | ,SAMSUNG SM-T810 Build/NRD90M,mobile,,samsung browser 6.4,,,New,
Blade V580 Build/LMY47D |  | chrome 66.0 for android | ,Blade V580 Build/LMY47D,mobile,,chrome 66.0 for android,,,New,
Windows | Windows 10 | chrome 66.0 | 2256x1504,Windows,desktop,Windows 10,chrome 66.0,2256x1504,match_status:2,New,
MacOS | Mac OS X 10_13_2 | safari 11.0 | 3360x2100,MacOS,desktop,Mac OS X 10_13_2,safari 11.0,3360x2100,match_status:2,New,
 |  | safari | ,,desktop,,safari,,,New,
M4 |  | chrome 66.0 for android | ,M4,mobile,,chrome 66.0 for android,,,Found,
MacOS | Mac OS X 10_12_6 | chrome 66.0 | 2560x1600,MacOS,desktop,Mac OS X 10_12_6,chrome 66.0,2560x1600,match_status:2,New,
RNE-L23 Build/HUAWEIRNE-L23 |  | chrome 66.0 for android | ,RNE-L23 Build/HUAWEIRNE-L23,mobile,,chrome 66.0 for android,,,Unknown,
LG-D680 Build/KOT49I |  | chrome 63.0 for android | ,LG-D680 Build/KOT49I,mobile,,chrome 63.0 for android,,,New,
rv:11.0 | Windows 7 | ie 11.0 for desktop | 1024x767,rv:11.0,desktop,Windows 7,ie 11.0 for desktop,1024x767,match_status:2,Found,
Nexus |  | chrome | ,Nexus,mobile,,chrome,,,New,
MacOS | Mac OS X 10_9_5 | chrome 66.0 | 1280x800,MacOS,desktop,Mac OS X 10_9_5,chrome 66.0,1280x800,match_status:2,Found,
iOS Device | iOS 11.3.1 | chrome 66.0 for ios | 2001x1125,iOS Device,mobile,iOS 11.3.1,chrome 66.0 for ios,2001x1125,match_status:2,New,
SAMSUNG-SM-N920A Build/NRD90M | Android 7.0 | chrome 66.0 for android | 1921x1081,SAMSUNG-SM-N920A Build/NRD90M,mobile,Android 7.0,chrome 66.0 for android,1921x1081,match_status:2,New,
rv:58.0 | Mac OS X 10.13 | firefox 58.0 | 5120x2880,rv:58.0,desktop,Mac OS X 10.13,firefox 58.0,5120x2880,match_status:2,New,
MacOS | Mac OS X 10_9_5 | safari 9.0 | 1280x1024,MacOS,desktop,Mac OS X 10_9_5,safari 9.0,1280x1024,match_status:2,New,
LGMS631 Build/MRA58K | Android 6.0 | chrome 66.0 for android | 1280x720,LGMS631 Build/MRA58K,mobile,Android 6.0,chrome 66.0 for android,1280x720,match_status:2,New,
MacOS | Mac OS X 10_9_5 | safari 9.0 | 1680x1050,MacOS,desktop,Mac OS X 10_9_5,safari 9.0,1680x1050,match_status:2,New,
MacOS | Mac OS X 10_13_4 | chrome 66.0 | 1366x768,MacOS,desktop,Mac OS X 10_13_4,chrome 66.0,1366x768,match_status:2,Found,
 |  | android browser 4.0 | ,,mobile,,android browser 4.0,,,Unknown,
HUAWEI |  | chrome 61.0 for android | ,HUAWEI,mobile,,chrome 61.0 for android,,,New,
Blade A510 Build/MRA58K |  | chrome 58.0 for android | ,Blade A510 Build/MRA58K,mobile,,chrome 58.0 for android,,,New,
MacOS | Mac OS X 10_12_6 | safari 11.0 | 1600x900,MacOS,desktop,Mac OS X 10_12_6,safari 11.0,1600x900,match_status:2,New,
Windows | Windows 10 | firefox 60.0 | 1360x767,Windows,desktop,Windows 10,firefox 60.0,1360x767,match_status:2,Found,
SAMSUNG SM-G935A Build/NRD90M |  | samsung browser 6.4 | ,SAMSUNG SM-G935A Build/NRD90M,mobile,,samsung browser 6.4,,,New,
SAMSUNG-SM-G891A Build/NRD90M |  | chrome 66.0 for android | ,SAMSUNG-SM-G891A Build/NRD90M,mobile,,chrome 66.0 for android,,,New,
MacOS | Mac OS X 10_11_5 | chrome 66.0 | 1280x800,MacOS,desktop,Mac OS X 10_11_5,chrome 66.0,1280x800,match_status:2,New,
MotoE2(4G-LTE |  | chrome 66.0 for android | ,MotoE2(4G-LTE,mobile,,chrome 66.0 for android,,,New,
iOS Device | iOS 11.2.5 | google | 1334x750,iOS Device,mobile,iOS 11.2.5,google,1334x750,match_status:2,New,
Ilium X510 Build/MRA58K |  | chrome 55.0 for android | ,Ilium X510 Build/MRA58K,mobile,,chrome 55.0 for android,,,New,
GT-N8010 |  | chrome 65.0 for android | ,GT-N8010,mobile,,chrome 65.0 for android,,,New,
SM-J530GM Build/NRD90M |  | chrome 66.0 for android | ,SM-J530GM Build/NRD90M,mobile,,chrome 66.0 for android,,,Found,
ASUS_Z017D |  | chrome 66.0 for android | ,ASUS_Z017D,mobile,,chrome 66.0 for android,,,Found,
SM-G920W8 |  | chrome 65.0 for android | ,SM-G920W8,mobile,,chrome 65.0 for android,,,New,
VS501 Build/NRD90U | Android 7.0 | chrome 66.0 for android | 1280x720,VS501 Build/NRD90U,mobile,Android 7.0,chrome 66.0 for android,1280x720,match_status:2,New,
Windows | Windows 10 | edge 16.0 | 1599x899,Windows,desktop,Windows 10,edge 16.0,1599x899,match_status:2,New,
iOS Device | iOS 11.3.1 | google search application 49.0 | 2208x1242,iOS Device,mobile,iOS 11.3.1,google search application 49.0,2208x1242,match_status:2,New,
LGMS550 Build/NRD90U |  | chrome 66.0 for android | ,LGMS550 Build/NRD90U,mobile,,chrome 66.0 for android,,,New,
SGP611 |  | chrome 54.0 for android | ,SGP611,mobile,,chrome 54.0 for android,,,New,
SAMSUNG-SM-T377A Build/MMB29K | Android 6.0.1 | chrome 66.0 for android | 1280x800,SAMSUNG-SM-T377A Build/MMB29K,mobile,Android 6.0.1,chrome 66.0 for android,1280x800,match_status:2,New,IP_PROXY:TRANSPARENT
9008A Build/NRD90M |  | chrome 66.0 for android | ,9008A Build/NRD90M,mobile,,chrome 66.0 for android,,,New,
M4 SS4457-R Build/NRD90M |  | chrome 66.0 for android | ,M4 SS4457-R Build/NRD90M,mobile,,chrome 66.0 for android,,,New,
Moto G Play Build/MPIS24.241-15.3-26 |  | chrome 66.0 for android | ,Moto G Play Build/MPIS24.241-15.3-26,mobile,,chrome 66.0 for android,,,New,
GT-I9506 |  | chrome 66.0 for android | ,GT-I9506,mobile,,chrome 66.0 for android,,,Found,
rv:60.0 | Mac OS X 10.10 | firefox 60.0 | 1280x800,rv:60.0,desktop,Mac OS X 10.10,firefox 60.0,1280x800,match_status:2,New,
rv:47.0 | Windows 8.1 | firefox 47.0 | 1366x768,rv:47.0,desktop,Windows 8.1,firefox 47.0,1366x768,match_status:2,New,IP_PROXY:TRANSPARENT
Windows | Windows 7 | firefox 60.0 | 1920x1200,Windows,desktop,Windows 7,firefox 60.0,1920x1200,match_status:2,Found,
MacOS | Mac OS X 10_9_5 | chrome 66.0 | 2560x1600,MacOS,desktop,Mac OS X 10_9_5,chrome 66.0,2560x1600,match_status:2,Found,
rv:52.0 | Windows 10 | firefox 52.0 | 1920x1080,rv:52.0,desktop,Windows 10,firefox 52.0,1920x1080,match_status:2,Found,
SAMSUNG |  | samsung browser 3.3 | ,SAMSUNG,mobile,,samsung browser 3.3,,,New,
Windows | Windows 10 | chrome 66.0 | 2049x1152,Windows,desktop,Windows 10,chrome 66.0,2049x1152,match_status:2,Found,
Z965 Build/NMF26V | Android 7.1.1 | chrome 58.0 for android | 1280x720,Z965 Build/NMF26V,mobile,Android 7.1.1,chrome 58.0 for android,1280x720,match_status:2,Found,IP_PROXY:TRANSPARENT
MacOS | Mac OS X 10_12_5 | safari 10.0 | 2880x1800,MacOS,desktop,Mac OS X 10_12_5,safari 10.0,2880x1800,match_status:2,New,
MacOS | Mac OS X 10_13_2 | chrome 66.0 | 1440x900,MacOS,desktop,Mac OS X 10_13_2,chrome 66.0,1440x900,match_status:2,Found,
Windows | Windows 7 | opera 52.0 | 1280x1024,Windows,desktop,Windows 7,opera 52.0,1280x1024,match_status:2,New,
MacOS | Mac OS X 10_12_6 | safari 11.0 | 1280x800,MacOS,desktop,Mac OS X 10_12_6,safari 11.0,1280x800,match_status:2,Found,
Lenovo |  | chrome 66.0 for android | ,Lenovo,mobile,,chrome 66.0 for android,,,Found,
HUAWEI VNS-L23 Build/HUAWEIVNS-L23 |  | facebook | ,HUAWEI VNS-L23 Build/HUAWEIVNS-L23,mobile,,facebook,,,New,
Techpad |  | chrome 64.0 for android | ,Techpad,mobile,,chrome 64.0 for android,,,New,
SM-P580 Build/NRD90M | Android 7.0 | chrome 66.0 for android | 1920x1200,SM-P580 Build/NRD90M,mobile,Android 7.0,chrome 66.0 for android,1920x1200,match_status:2,Found,
KFSAWI | Android 5.1.1 | chrome 65.0 for android | 2560x1600,KFSAWI,mobile,Android 5.1.1,chrome 65.0 for android,2560x1600,match_status:2,Found,
 | Android | chrome 66.0 | 1280x800,,mobile,Android,chrome 66.0,1280x800,match_status:2,Found,
F3313 Build/37.0.A.2.108 |  | chrome 65.0 for android | ,F3313 Build/37.0.A.2.108,mobile,,chrome 65.0 for android,,,New,
Windows | Windows 7 | chrome 66.0 | 1024x819,Windows,desktop,Windows 7,chrome 66.0,1024x819,match_status:2,Found,
D2406 |  | chrome 43.0 for android | ,D2406,mobile,,chrome 43.0 for android,,,New,
Windows | Windows 7 | firefox 60.0 | 1440x900,Windows,desktop,Windows 7,firefox 60.0,1440x900,match_status:2,New,
Trident/7.0 | Windows 7 | ie 11.0 for desktop | 1599x899,Trident/7.0,desktop,Windows 7,ie 11.0 for desktop,1599x899,match_status:2,New,
ALP-L09 Build/HUAWEIALP-L09 |  | chrome 66.0 for android | ,ALP-L09 Build/HUAWEIALP-L09,mobile,,chrome 66.0 for android,,,New,
Windows | Windows 10 | edge 17.0 | 2736x1824,Windows,desktop,Windows 10,edge 17.0,2736x1824,match_status:2,Found,
Windows | Windows 8.1 | firefox 60.0 | 1920x1080,Windows,desktop,Windows 8.1,firefox 60.0,1920x1080,match_status:2,New,
HUAWEI Y360-U23 Build/HUAWEIY360-U23 |  | chrome | ,HUAWEI Y360-U23 Build/HUAWEIY360-U23,mobile,,chrome,,,Found,
Windows | Windows 7 | chrome 66.0 | 1280x1025,Windows,desktop,Windows 7,chrome 66.0,1280x1025,match_status:2,Found,
D6503 |  | chrome 66.0 for android | ,D6503,mobile,,chrome 66.0 for android,,,New,
iOS Device | iOS 11.3.1 | google | 1334x750,iOS Device,mobile,iOS 11.3.1,google,1334x750,match_status:2,Found,
SM-T310 Build/KOT49H |  | chrome 66.0 for android | ,SM-T310 Build/KOT49H,mobile,,chrome 66.0 for android,,,Found,
iOS Device | iOS 11.2.6 | google search application 49.0 | 2048x1536,iOS Device,mobile,iOS 11.2.6,google search application 49.0,2048x1536,match_status:2,Found,
Aquaris |  | chrome 66.0 for android | ,Aquaris,mobile,,chrome 66.0 for android,,,New,
SAMSUNG SM-J327AZ Build/NRD90M |  | samsung browser 6.4 | ,SAMSUNG SM-J327AZ Build/NRD90M,mobile,,samsung browser 6.4,,,New,
LG-H650 Build/MRA58K |  | chrome 66.0 for android | ,LG-H650 Build/MRA58K,mobile,,chrome 66.0 for android,,,New,
MacOS | Mac OS X 10_13_3 | chrome 66.0 | 5120x2880,MacOS,desktop,Mac OS X 10_13_3,chrome 66.0,5120x2880,match_status:2,New,
MALC | Windows 7 | ie 11.0 for desktop | 1366x768,MALC,desktop,Windows 7,ie 11.0 for desktop,1366x768,match_status:2,New,
Lenovo | Android 6.0 | chrome 66.0 for android | 1920x1200,Lenovo,mobile,Android 6.0,chrome 66.0 for android,1920x1200,match_status:2,Found,
iOS Device | iOS 11.4.0 | mobile safari 11.0 | 2208x1242,iOS Device,mobile,iOS 11.4.0,mobile safari 11.0,2208x1242,match_status:2,New,
Windows | Windows 10 | chrome 66.0 | 1502x845,Windows,desktop,Windows 10,chrome 66.0,1502x845,match_status:2,Found,
rv:61.0 |  | firefox mobile 61.0 | ,rv:61.0,mobile,,firefox mobile 61.0,,,New,
iOS Device | iOS 11.3.0 | chrome 66.0 for ios | 1334x750,iOS Device,mobile,iOS 11.3.0,chrome 66.0 for ios,1334x750,match_status:2,New,
SM-G930T Build/NRD90M | Android 7.0 | chrome 66.0 for android | 2560x1440,SM-G930T Build/NRD90M,mobile,Android 7.0,chrome 66.0 for android,2560x1440,match_status:2,New,
Windows | Windows 7 | chrome 66.0 | 1280x960,Windows,desktop,Windows 7,chrome 66.0,1280x960,match_status:2,New,
SAMSUNG SM-G935P Build/NRD90M |  | samsung browser 6.4 | ,SAMSUNG SM-G935P Build/NRD90M,mobile,,samsung browser 6.4,,,New,
MacOS | Mac | chrome 58.0 | 2880x1800,MacOS,desktop,Mac,chrome 58.0,2880x1800,match_status:2,Found,
BLADE V8Q Build/N2G47H |  | chrome 66.0 for android | ,BLADE V8Q Build/N2G47H,mobile,,chrome 66.0 for android,,,New,
Moto E (4) Plus Build/NMA26.42-152 |  | chrome 66.0 for android | ,Moto E (4) Plus Build/NMA26.42-152,mobile,,chrome 66.0 for android,,,New,
Pixel XL Build/OPM4.171019.016.B1 | Android 8.1.0 | chrome 66.0 for android | 2561x1442,Pixel XL Build/OPM4.171019.016.B1,mobile,Android 8.1.0,chrome 66.0 for android,2561x1442,match_status:2,New,
BLADE A520 Build/NRD90M |  | chrome 66.0 for android | ,BLADE A520 Build/NRD90M,mobile,,chrome 66.0 for android,,,Found,
XT1080 Build/SU6-7.7 |  | chrome 66.0 for android | ,XT1080 Build/SU6-7.7,mobile,,chrome 66.0 for android,,,New,
